repo_url,registry_source,category,language,stars,last_commit_date
https://github.com/MobileVibe/telegram-mcp,mcp-first-glance,mined,JavaScript,0,
https://github.com/Monsoft-Solutions/model-context-protocols,mcp-first-glance,mined,TypeScript,0,
https://github.com/Msparihar/mcp-server-firecrawl,mcp-first-glance,mined,TypeScript,2,
https://github.com/MuddyBootsCode/claudetoolsetup,mcp-first-glance,mined,Python,0,
https://github.com/NON906/omniparser-autogui-mcp,mcp-first-glance,mined,Python,13,
https://github.com/NanGePlus/MCPTest,mcp-first-glance,mined,Python,55,
https://github.com/Nazruden/clickup-mcp-server,mcp-first-glance,mined,TypeScript,5,
https://github.com/Niell007/supabase-mcp-server,mcp-first-glance,mined,Python,1,
https://github.com/NightTrek/Ollama-mcp,mcp-first-glance,mined,JavaScript,27,
https://github.com/NightTrek/Serper-search-mcp,mcp-first-glance,mined,TypeScript,8,
https://github.com/NightTrek/Supabase-MCP,mcp-first-glance,mined,JavaScript,8,
https://github.com/NightTrek/moondream-mcp,mcp-first-glance,mined,JavaScript,11,
https://github.com/Nikskills/personal-assistent,mcp-first-glance,mined,JavaScript,0,
https://github.com/OKESTRO-AIDevOps/EnhancedAIDevIDE,mcp-first-glance,mined,TypeScript,0,
https://github.com/OSpoon/chinese-holidays,mcp-first-glance,mined,Python,0,
https://github.com/OctagonAI/octagon-mcp-server,mcp-first-glance,official,JavaScript,2,
https://github.com/Oliver0804/arduino-cli-mcp,mcp-first-glance,mined,Python,1,
https://github.com/Omar-v2/mcp-ical,mcp-first-glance,community,Python,55,
https://github.com/OmarMWarraich/eigenlayer-mcp,mcp-first-glance,mined,TypeScript,0,
